row_id,input_url,content_type,text_raw,text_norm,sentiment_label,sentiment_confidence,watch_intent_label,watch_intent_confidence,confusion_flag,theme_id,theme_label,theme_human_label,theme_description,theme_confidence,is_canonical,canonical_id,label_source
r904,https://www.instagram.com/reel/DW9pZ47E9QO/,comment,What is this called?,what is this called?,neu,0.3827,high,0.3442,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9066,1,c452,model
r906,https://www.instagram.com/reel/DXEN--XzEiy/,comment,Ughhh ??,ughhh ??,neu,0.3749,med,0.3455,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9278,1,c453,model
r908,https://www.instagram.com/reel/DXBCBTpkxo6/,comment,"???? Paris is building the future of transport ??? The Grand Paris Express is changing the game with 200+ km of new automated metro lines and 68 new stations across the city. ?????? With €35+ billion invested, this mega project is set to carry 2 million passengers daily once completed. The goal? Less traffic, lower CO2 emissions, and a smarter future for millions. ???? By 2030, Paris could become one of the most connected and sustainable cities in the world. ?????? The future isn’t coming… Paris is already building it. ?? #transportesustentável #mobilidadeurbana #grandparisexpress #cidadeinteligente #energialimpa","???? paris is building the future of transport ??? the grand paris express is changing the game with 200+ km of new automated metro lines and 68 new stations across the city. ?????? with €35+ billion invested, this mega project is set to carry 2 million passengers daily once completed. the goal? less traffic, lower co2 emissions, and a smarter future for millions. ???? by 2030, paris could become one of the most connected and sustainable cities in the world. ?????? the future isn’t coming… paris is already building it. ?? #transportesustentável #mobilidadeurbana #grandparisexpress #cidadeinteligente #energialimpa",neu,0.3496,med,0.3481,1,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.6786,1,c454,model
r910,https://www.instagram.com/reel/DXCrVF9k4O8/,comment,"When your DAD is your best friendWhen your DAD is your best friendIn many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. These short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. Because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. Platforms such as Tik Tok and YouTube have helped these emotional clips go viral because viewers connect with family themes quickly . Many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. That mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies","when your dad is your best friendwhen your dad is your best friendin many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. these short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. platforms such as tik tok and youtube have helped these emotional clips go viral because viewers connect with family themes quickly . many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. that mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies",pos,0.3450,high,0.3578,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9405,1,c455,model
r912,https://www.instagram.com/reel/DXCZdLWj7UN/,comment,That’s when you grab a shoe lace and choke him,that’s when you grab a shoe lace and choke him,neg,0.3498,low,0.3478,0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.8318,1,c456,model
r913,https://www.instagram.com/reel/DXCKDsiE_zc/,comment,,,,,,,,,,,,,0,,
r914,https://www.instagram.com/reel/DXCKDsiE_zc/,comment,Huh?,huh?,neu,0.3941,med,0.3488,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9363,1,c457,model
r915,https://www.instagram.com/reel/DXCKDsiE_zc/,reply,@eddie_is_av she scratched her neck to scare him??,she scratched her neck to scare him??,neg,0.3601,low,0.3505,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8688,1,c458,model
r917,https://www.instagram.com/reel/DXDdZY5CfpC/,comment,"In many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. These short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. Because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. Platforms such as Tik Tok and You Tube have helped these emotional clips go viral because viewers connect with family themes quickly. Many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. That mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies#moviescenes","in many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. these short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. platforms such as tik tok and you tube have helped these emotional clips go viral because viewers connect with family themes quickly. many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. that mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies#moviescenes",neg,0.3396,high,0.3531,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9682,1,c459,model
r919,https://www.instagram.com/reel/DW-DMoBE58z/,comment,"In many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines ???????. These short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. Because the stories are very short, creators usually focus on one powerful moment—like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. Platforms such as TikTok and YouTube have helped these emotional clips go viral because viewers connect with family themes quickly ??????. Many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. That mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies #trending #explorepage","in many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines ???????. these short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. because the stories are very short, creators usually focus on one powerful moment—like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. platforms such as tiktok and youtube have helped these emotional clips go viral because viewers connect with family themes quickly ??????. many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. that mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies #trending #explorepage",neg,0.3374,high,0.3525,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9750,1,c460,model
r921,https://www.instagram.com/reel/DXBDf1nETu3/,comment,"???? Paris is building the future of transport ??? The Grand Paris Express is changing the game with 200+ km of new automated metro lines and 68 new stations across the city. ?????? With €35+ billion invested, this mega project is set to carry 2 million passengers daily once completed. The goal? Less traffic, lower CO2 emissions, and a smarter future for millions. ???? By 2030, Paris could become one of the most connected and sustainable cities in the world. ?????? The future isn’t coming… Paris is already building it. ?? #transportesustentável #mobilidadeurbana #grandparisexpress #cidadeinteligente #energialimpa","???? paris is building the future of transport ??? the grand paris express is changing the game with 200+ km of new automated metro lines and 68 new stations across the city. ?????? with €35+ billion invested, this mega project is set to carry 2 million passengers daily once completed. the goal? less traffic, lower co2 emissions, and a smarter future for millions. ???? by 2030, paris could become one of the most connected and sustainable cities in the world. ?????? the future isn’t coming… paris is already building it. ?? #transportesustentável #mobilidadeurbana #grandparisexpress #cidadeinteligente #energialimpa",neu,0.3496,med,0.3481,1,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.6786,0,c454,model
r923,https://www.instagram.com/reel/DXAL27BE8Mz/,comment,"In many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines ???????. These short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. Because the stories are very short, creators usually focus on one powerful moment—like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. Platforms such as TikTok and YouTube have helped these emotional clips go viral because viewers connect with family themes quickly ??????. Many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. That mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies #trending #explorepage?","in many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines ???????. these short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. because the stories are very short, creators usually focus on one powerful moment—like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. platforms such as tiktok and youtube have helped these emotional clips go viral because viewers connect with family themes quickly ??????. many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. that mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies #trending #explorepage?",neg,0.3378,high,0.3541,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9746,1,c461,model
r925,https://www.instagram.com/reel/DXBEw_Lk7Se/,comment,"???? Paris is building the future of transport ??? The Grand Paris Express is changing the game with 200+ km of new automated metro lines and 68 new stations across the city. ?????? With €35+ billion invested, this mega project is set to carry 2 million passengers daily once completed. The goal? Less traffic, lower CO2 emissions, and a smarter future for millions. ???? By 2030, Paris could become one of the most connected and sustainable cities in the world. ?????? The future isn’t coming… Paris is already building it. ?? #transportesustentável #mobilidadeurbana #grandparisexpress #cidadeinteligente #energialimpa","???? paris is building the future of transport ??? the grand paris express is changing the game with 200+ km of new automated metro lines and 68 new stations across the city. ?????? with €35+ billion invested, this mega project is set to carry 2 million passengers daily once completed. the goal? less traffic, lower co2 emissions, and a smarter future for millions. ???? by 2030, paris could become one of the most connected and sustainable cities in the world. ?????? the future isn’t coming… paris is already building it. ?? #transportesustentável #mobilidadeurbana #grandparisexpress #cidadeinteligente #energialimpa",neu,0.3496,med,0.3481,1,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.6786,0,c454,model
r927,https://www.instagram.com/reel/DXClLU9k3NM/,comment,"In many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. These short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. Because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. Platforms such as Tik Tok and You Tube have helped these emotional clips go viral because viewers connect with family themes quickly. Many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. That mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies ...","in many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. these short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. platforms such as tik tok and you tube have helped these emotional clips go viral because viewers connect with family themes quickly. many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. that mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies ...",neg,0.3409,high,0.3546,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9703,1,c462,model
r929,https://www.instagram.com/reel/DXDdcb8j-o_/,comment,I was waiting for the burger king moment. Disappointed.,i was waiting for the burger king moment. disappointed.,neg,0.3503,low,0.3623,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8570,1,c463,model
r931,https://www.instagram.com/reel/DXB9pHtkaQO/,comment,"Father-daughter moments in sitcoms always hit differently because they mix humor with real emotion in the most natural way ?????. From strict dads trying to protect their daughters to goofy ones just trying to keep up with them, these relationships create some of the most memorable scenes on TV. Whether it’s funny arguments, life lessons, or those unexpected heartfelt moments, you can always feel the love underneath it all. It’s that balance of chaos and care that makes these bonds so relatable and entertaining to watch ????. What makes these moments special is how real they feel, even in a comedy setting. One minute they’re joking or arguing, and the next minute there’s a quiet moment that shows how much they truly care about each other ??. These relationships remind us that family isn’t perfect, but it’s always there when it matters most. That mix of laughter, love, and #movies #explorepage? unforgettable moments is what makes father-daughter dynamics in sitcoms so iconic and timeless ???.","father-daughter moments in sitcoms always hit differently because they mix humor with real emotion in the most natural way ?????. from strict dads trying to protect their daughters to goofy ones just trying to keep up with them, these relationships create some of the most memorable scenes on tv. whether it’s funny arguments, life lessons, or those unexpected heartfelt moments, you can always feel the love underneath it all. it’s that balance of chaos and care that makes these bonds so relatable and entertaining to watch ????. what makes these moments special is how real they feel, even in a comedy setting. one minute they’re joking or arguing, and the next minute there’s a quiet moment that shows how much they truly care about each other ??. these relationships remind us that family isn’t perfect, but it’s always there when it matters most. that mix of laughter, love, and #movies #explorepage? unforgettable moments is what makes father-daughter dynamics in sitcoms so iconic and timeless ???.",pos,0.3572,high,0.3415,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9010,1,c464,model
r933,https://www.instagram.com/reel/DXC5jFdE1Z8/,comment,"When your DAD is your best friendWhen your DAD is your best friendIn many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. These short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. Because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. Platforms such as Tik Tok and YouTube have helped these emotional clips go viral because viewers connect with family themes quickly . Many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. That mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies #explorepage","when your dad is your best friendwhen your dad is your best friendin many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. these short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. platforms such as tik tok and youtube have helped these emotional clips go viral because viewers connect with family themes quickly . many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. that mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies #explorepage",pos,0.3439,high,0.3570,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9452,1,c465,model
r935,https://www.instagram.com/reel/DXBI95Mk5ie/,comment,"???? Paris is building the future of transport ??? The Grand Paris Express is changing the game with 200+ km of new automated metro lines and 68 new stations across the city. ?????? With €35+ billion invested, this mega project is set to carry 2 million passengers daily once completed. The goal? Less traffic, lower CO2 emissions, and a smarter future for millions. ???? By 2030, Paris could become one of the most connected and sustainable cities in the world. ?????? The future isn’t coming… Paris is already building it. ?? #transportesustentável #mobilidadeurbana #grandparisexpress #cidadeinteligente #energialimpa","???? paris is building the future of transport ??? the grand paris express is changing the game with 200+ km of new automated metro lines and 68 new stations across the city. ?????? with €35+ billion invested, this mega project is set to carry 2 million passengers daily once completed. the goal? less traffic, lower co2 emissions, and a smarter future for millions. ???? by 2030, paris could become one of the most connected and sustainable cities in the world. ?????? the future isn’t coming… paris is already building it. ?? #transportesustentável #mobilidadeurbana #grandparisexpress #cidadeinteligente #energialimpa",neu,0.3496,med,0.3481,1,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.6786,0,c454,model
r937,https://www.instagram.com/reel/DXAw_LOkwxo/,comment,Send me this post,send me this post,neu,0.3557,high,0.3375,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8789,1,c466,model
r938,https://www.instagram.com/reel/DXAw_LOkwxo/,reply,@manhattan.community ????,.community ????,neu,0.3719,med,0.3437,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8734,1,c467,model
r939,https://www.instagram.com/reel/DXAw_LOkwxo/,comment,"When your DAD is your best friendWhen your DAD is your best friendIn many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. These short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. Because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. Platforms such as Tik Tok and YouTube have helped these emotional clips go viral because viewers connect with family themes quickly . Many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. That mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies #explorepage?","when your dad is your best friendwhen your dad is your best friendin many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. these short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. platforms such as tik tok and youtube have helped these emotional clips go viral because viewers connect with family themes quickly . many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. that mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies #explorepage?",pos,0.3438,high,0.3591,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9489,1,c468,model
r941,https://www.instagram.com/reel/DXBBSRikYDC/,comment,"Father-daughter moments in sitcoms always hit differently because they mix humor with real emotion in the most natural way ?????. From strict dads trying to protect their daughters to goofy ones just trying to keep up with them, these relationships create some of the most memorable scenes on TV. Whether it’s funny arguments, life lessons, or those unexpected heartfelt moments, you can always feel the love underneath it all. It’s that balance of chaos and care that makes these bonds so relatable and entertaining to watch ????. What makes these moments special is how real they feel, even in a comedy setting. One minute they’re joking or arguing, and the next minute there’s a quiet moment that shows how much they truly care about each other ??. These relationships remind us that family isn’t perfect, but it’s always there when it matters most. That mix of laughter, love, and unforgettable moments is what makes father-daughter dynamics in sitcoms so iconic and timeless ???. #movies #memesdaily #explorepage?","father-daughter moments in sitcoms always hit differently because they mix humor with real emotion in the most natural way ?????. from strict dads trying to protect their daughters to goofy ones just trying to keep up with them, these relationships create some of the most memorable scenes on tv. whether it’s funny arguments, life lessons, or those unexpected heartfelt moments, you can always feel the love underneath it all. it’s that balance of chaos and care that makes these bonds so relatable and entertaining to watch ????. what makes these moments special is how real they feel, even in a comedy setting. one minute they’re joking or arguing, and the next minute there’s a quiet moment that shows how much they truly care about each other ??. these relationships remind us that family isn’t perfect, but it’s always there when it matters most. that mix of laughter, love, and unforgettable moments is what makes father-daughter dynamics in sitcoms so iconic and timeless ???. #movies #memesdaily #explorepage?",pos,0.3567,high,0.3401,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9036,1,c469,model
r943,https://www.instagram.com/reel/DXCx0_hk673/,comment,"In many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. These short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. Because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. Platforms such as Tik Tok and You Tube have helped these emotional clips go viral because viewers connect with family themes quickly. Many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. That mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies ...","in many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. these short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. platforms such as tik tok and you tube have helped these emotional clips go viral because viewers connect with family themes quickly. many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. that mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies ...",neg,0.3409,high,0.3546,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9703,0,c462,model
r945,https://www.instagram.com/reel/DXCyaZ5E8fW/,comment,Oh-,oh-,neu,0.3729,low,0.3549,0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9274,1,c470,model
r947,https://www.instagram.com/reel/DW5Kw2ik6XK/,comment,,,,,,,,,,,,,0,,
r949,https://www.instagram.com/reel/DXC465vEzLZ/,comment,"In many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. These short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. Because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. Platforms such as Tik Tok and You Tube have helped these emotional clips go viral because viewers connect with family themes quickly. Many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. That mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies ...","in many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. these short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. platforms such as tik tok and you tube have helped these emotional clips go viral because viewers connect with family themes quickly. many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. that mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies ...",neg,0.3409,high,0.3546,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9703,0,c462,model
r951,https://www.instagram.com/reel/DXCey5pDdXZ/,comment,Movie ?,movie ?,neu,0.3622,high,0.3776,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9535,1,c471,model
r952,https://www.instagram.com/reel/DXCey5pDdXZ/,reply,@gatoul1s it’s a short film called killer service,it’s a short film called killer service,neu,0.3424,high,0.3719,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8593,1,c472,model
r954,https://www.instagram.com/reel/DXAsGAvE2Wf/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r955,https://www.instagram.com/reel/DXAsGAvE2Wf/,reply,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r956,https://www.instagram.com/reel/DXAsGAvE2Wf/,comment,"When your DAD is your best friendWhen your DAD is your best friendIn many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. These short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. Because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. Platforms such as Tik Tok and YouTube have helped these emotional clips go viral because viewers connect with family themes quickly . Many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. That mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies","when your dad is your best friendwhen your dad is your best friendin many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. these short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. platforms such as tik tok and youtube have helped these emotional clips go viral because viewers connect with family themes quickly . many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. that mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies",pos,0.3450,high,0.3578,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9405,0,c455,model
r958,https://www.instagram.com/reel/DXDs1RGExxN/,comment,"In many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. These short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. Because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. Platforms such as Tik Tok and You Tube have helped these emotional clips go viral because viewers connect with family themes quickly. Many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. That mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies ...","in many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. these short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. platforms such as tik tok and you tube have helped these emotional clips go viral because viewers connect with family themes quickly. many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. that mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies ...",neg,0.3409,high,0.3546,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9703,0,c462,model
r960,https://www.instagram.com/reel/DXCvWejEy4W/,comment,"In many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. These short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. Because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. Platforms such as Tik Tok and You Tube have helped these emotional clips go viral because viewers connect with family themes quickly. Many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. That mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies ...","in many viral micro dramas, the dad and daughter relationship is one of the most emotional and relatable storylines. these short videos often show a protective father who struggles to express his feelings, while the daughter grows up trying to understand his sacrifices. because the stories are very short, creators usually focus on one powerful moment-like a father secretly supporting his daughter, defending her, or making a difficult sacrifice for her future. platforms such as tik tok and you tube have helped these emotional clips go viral because viewers connect with family themes quickly. many of the stories end with a twist or heartfelt realization, such as the daughter discovering how much her father cared all along. that mix of quick storytelling, strong emotions, and relatable family moments is what makes these micro drama scenes spread so widely online. #movies ...",neg,0.3409,high,0.3546,1,t3,daughter_these_father,Father-Daughter Relationships,"Comments discussing the emotional bond and sacrifices in father-daughter relationships, often within micro-dramas.",0.9703,0,c462,model
